_id,fermi_name , Counterpart_name , RA, Dec  , LII , BII , AngSep , Theta95 , Class , Redshift , SED_Class , Probability_Bayesian , Reliability_LR_RG , Reliability_LR_XG , ProbabilityLogN-logS , LR_RG , LR_XG , Flux1GeV-100 GeV , Spectral_index , Spectral_Index_Error , TS , Radio_flux , X_Flux , USNOVmag , SDSSVmag , ARO , AOX , CLEAN , IN 2FGL
826 , 2FGLJ1640.7+3945 , NRAO 512 , 250.12333 , 39.77942 , 63.37 , 41.42 , 0.048 , 0.046 , FSRQ , 1.66 , LSP , 0.977 , 1 , 0 , 1 , 3.271 , -9.9 , (38.3+/-3) e-10 , 2.364 , 0.063 , 342 , 977 , 2.26e-13 , 18.87 , 18.83 , 0.815 , 1.213 , YES , YES
827 , 2FGLJ1641.6-0614 , TXS 1639-062 , 250.50917 , -6.3565 , 10.82 , 25.01 , 0.145 , 0.1 , BL Lac , 0 , - , 0 , 0.98 , 0 , 0.88 , 1.924 , 1.521 , (11.2+/-2.1) e-10 , 2.37 , 0.127 , 47 , 845 , - , 19.94 , 18.3 , 0.724 , - , YES , YES
828 , 2FGLJ1643.5-0641 , NVSS J164328-064619 , 250.87042 , -6.77222 , 10.66 , 24.48 , 0.08 , 0.098 , BL Lac , 0 , HSP , 0 , 0.93 , 0.95 , 0.87 , 0.731 , 2.811 , (11.8+/-2.3) e-10 , 2.139 , 0.156 , 45 , 28 , 2.9e-12 , 16.5 , 16.69 , 0.243 , 1.373 , NO , YES
829 , 2FGLJ1642.9+3949 , 3C 345 , 250.74458 , 39.81022 , 63.45 , 40.95 , 0.019 , 0.051 , FSRQ , 0.593467 , LSP , 0.998 , 1 , 0.99 , 1 , 5.205 , 3.865 , (33.9+/-2.9) e-10 , 2.489 , 0.056 , 290 , 7099 , 4.07e-12 , 16.99 , 16.13 , 0.778 , 1.216 , NO , YES
830 , 2FGLJ1647.5+4950 , SBS 1646+499 , 251.89625 , 49.83253 , 76.64 , 40.07 , 0.013 , 0.082 , AGN , 0.047 , - , 0.998 , 0.99 , 0.96 , 1 , 2.172 , 2.971 , (12.1+/-1.4) e-10 , 2.475 , 0.071 , 278 , 178 , 1.53e-12 , 13.23 , 15.17 , 0.345 , 1.629 , YES , YES
831 , 2FGLJ1650.1-5044 , PMN J1650-5044 , 252.56917 , -50.74658 , 336.13 , -3.97 , 0.018 , 0.036 , AGU , -999 , - , 0.999 , 0.99 , 0 , 1 , 4.214 , -9.9 , (69.5+/-4.2) e-10 , 2.236 , 0.041 , 596 , 821 , - , 19.64 , - , - , - , NO , YES
832 , 2FGLJ1650.8+0830 , MG1 J165034+0824 , 252.65625 , 8.41439 , 26.47 , 30.63 , 0.106 , 0.169 , FSRQ , 1.965 , - , 0.985 , 0.96 , 0 , 0.97 , 1.281 , -9.9 , (7.2+/-1.5) e-10 , 2.588 , 0.115 , 65 , 160 , - , 19.52 , - , 0.696 , - , YES , YES
833 , 2FGLJ1649.6+5238 , 87GB 164812.2+524023 , 252.35375 , 52.58722 , 80.18 , 39.54 , 0.071 , 0.104 , BL Lac , 0 , - , 0 , 0.95 , 0 , 0.82 , 1.049 , -9.9 , (6.7+/-1.2) e-10 , 2.256 , 0.119 , 74 , 49 , - , 17.18 , 16.71 , 0.355 , - , YES , YES
834 , 2FGLJ1653.9+3945 , Mkn 501 , 253.4675 , 39.76014 , 63.59 , 38.86 , 0.011 , 0.019 , BL Lac , 0.0337 , HSP , 1 , 1 , 1 , 1 , 4.822 , 6.347 , (87.7+/-3.5) e-10 , 1.738 , 0.027 , 3030 , 1558 , 6.51e-11 , 8.91 , 12.33 , 0.327 , 1.37 , YES , YES
835 , 2FGLJ1656.1-3256 , Swift J1656.3-3302 , 254.06958 , -33.03656 , 350.59 , 6.35 , 0.098 , 0.188 , FSRQ , 2.4 , ISP , 0.997 , 0.98 , 0.88 , 0.98 , 1.87 , 2.112 , (10+/-2.1) e-10 , 2.857 , 0.103 , 84 , 411 , 1.49e-12 , 17.44 , - , 0.533 , 1.301 , NO , YES
836 , 2FGLJ1656.9-2008 , 1RXS 165655.0-201049 , 254.22917 , -20.18236 , 1.06 , 14.05 , 0.033 , 0.09 , AGU , -999 , HSP , 0 , 0.96 , 0.99 , 0 , 1.2 , 3.748 , (10.8+/-2.1) e-10 , 1.786 , 0.135 , 54 , 37 , 7.08e-12 , 18.44 , - , 0.397 , 0.967 , YES , YES
837 , 2FGLJ1657.1-1027 , PMN J1657-1021 , 254.38625 , -10.35453 , 9.55 , 19.59 , 0.144 , 0.195 , AGU , -999 , - , 0.842 , 0.95 , 0 , 0 , 0.969 , -9.9 , (9.9+/-2.1) e-10 , 2.416 , 0.121 , 43 , 132 , - , - , 21.75 , - , - , YES , YES
838 , 2FGLJ1656.5+6012 , 87GB 165604.4+601702 , 254.20125 , 60.20444 , 89.62 , 37.43 , 0.038 , 0.134 , FSRQ , 0.623 , LSP , 0.99 , 0.98 , 0 , 0.98 , 2.02 , 1.555 , (35.6+/-9) e-11 , 2.361 , 0.207 , 33 , 292 , 3.06e-13 , 18.57 , - , 0.662 , 1.271 , NO , YES
839 , 2FGLJ1657.9+4809 , 4C +48.41 , 254.44542 , 48.14236 , 74.36 , 38.47 , 0.031 , 0.089 , FSRQ , 1.669 , LSP , 0.997 , 1 , 0 , 1 , 3.294 , -9.9 , (11.7+/-1.4) e-10 , 2.469 , 0.073 , 247 , 1035 , 1.12e-13 , 20.37 , 20.54 , 0.95 , 1.06 , YES , YES
840 , 2FGLJ1703.2-6217 , CGRaBS J1703-6212 , 255.90125 , -62.21114 , 328.11 , -12.44 , 0.097 , 0.065 , FSRQ , 1.747 , - , 0.928 , 0.96 , 0 , 0 , 2.22 , -9.9 , (32.7+/-2.5) e-10 , 2.435 , 0.044 , 629 , 730 , - , 17.87 , - , 0.655 , - , YES , YES
841 , 2FGLJ1700.2+6831 , TXS 1700+685 , 255.03833 , 68.50181 , 99.56 , 35.2 , 0.018 , 0.041 , FSRQ , 0.301 , LSP , 1 , 0.99 , 0.93 , 1 , 3.107 , 2.543 , (38+/-2.1) e-10 , 2.396 , 0.032 , 1456 , 346 , 3.28e-13 , 18.83 , - , 0.713 , 1.264 , YES , YES
842 , 2FGLJ1709.7+4319 , B3 1708+433 , 257.42125 , 43.31228 , 68.39 , 36.22 , 0.023 , 0.053 , FSRQ , 1.027 , LSP , 0.999 , 0.99 , 0.85 , 1 , 2.347 , 1.956 , (22.2+/-1.9) e-10 , 2.31 , 0.051 , 574 , 143 , 1.78e-13 , 19.69 , 18.27 , 0.598 , 1.382 , YES , YES
843 , 2FGLJ1715.4-4024 , PMN J1715-4025 , 258.8375 , -40.42797 , 346.99 , -1.15 , 0.038 , 0.078 , AGU , -999 , - , 0.998 , 0 , 0 , 0 , -9.9 , -9.9 , (33+/-4.9) e-10 , 2.127 , 0.104 , 67 , 382 , - , - , - , - , - , NO , YES
844 , 2FGLJ1717.7-3342 , TXS 1714-336 , 259.4 , -33.70225 , 352.73 , 2.39 , 0.037 , 0.049 , BL Lac , 0 , - , 1 , 1 , 0 , 1 , 3.181 , -9.9 , (86.9+/-5.9) e-10 , 2.515 , 0.065 , 603 , 624 , - , 18.92 , - , 0.489 , - , NO , YES
845 , 2FGLJ1718.4-3056 , PMN J1718-3056 , 259.52167 , -30.93753 , 355.05 , 3.89 , 0.073 , 0.099 , AGU , -999 , - , 0.973 , 0.98 , 0 , 0.87 , 1.67 , -9.9 , (15.3+/-3) e-10 , 2.239 , 0.121 , 40 , 163 , - , 17.33 , - , - , - , NO , YES
846 , 2FGLJ1725.1-7714 , PKS 1716-771 , 260.96042 , -77.23058 , 315.69 , -21.8 , 0.072 , 0.154 , AGU , -999 , - , 0.98 , 0.96 , 0 , 0.96 , 2.378 , -9.9 , (7.9+/-1.6) e-10 , 2.571 , 0.114 , 64 , 516 , - , 19.28 , - , - , - , YES , YES
847 , 2FGLJ1714.8+6836 , S4 1716+68 , 259.05792 , 68.61061 , 99.27 , 33.75 , 0.124 , 0.111 , FSRQ , 0.777 , LSP , 0.958 , 0.98 , 0.92 , 0.99 , 1.902 , 2.411 , (12.4+/-1.6) e-10 , 1.948 , 0.212 , 158 , 489 , 3.04e-12 , 17.25 , 17.1 , 0.637 , 1.113 , YES , YES
848 , 2FGLJ1719.3+1744 , PKS 1717+177 , 259.80417 , 17.75181 , 39.52 , 28.09 , 0.026 , 0.045 , BL Lac , 0.137 , LSP , 1 , 1 , 0.96 , 1 , 3.283 , 2.918 , (22.3+/-2.1) e-10 , 1.842 , 0.064 , 326 , 542 , 8.68e-13 , 17.58 , - , 0.7 , 1.198 , YES , YES
849 , 2FGLJ1722.7+1013 , TXS 1720+102 , 260.68542 , 10.2265 , 32.21 , 24.3 , 0.005 , 0.052 , FSRQ , 0.732 , LSP , 1 , 1 , 0 , 1 , 3.323 , -9.9 , (22.9+/-2.3) e-10 , 2.23 , 0.064 , 262 , 530 , 1.59e-12 , 18.45 , 18.43 , 0.699 , 1.027 , YES , YES
850 , 2FGLJ1724.0+4003 , S4 1722+40 , 261.02208 , 40.07686 , 64.89 , 33.15 , 0.019 , 0.065 , FSRQ , 1.049 , - , 0.999 , 0.99 , 0 , 1 , 3.14 , -9.9 , (20.6+/-1.9) e-10 , 2.342 , 0.057 , 460 , 568 , - , 20.8 , - , 0.923 , - , YES , YES
851 , 2FGLJ1725.0+1151 , 1H 1720+117 , 261.26792 , 11.87094 , 34.11 , 24.47 , 0.006 , 0.038 , BL Lac , 0 , HSP , 1 , 0.99 , 1 , 1 , 2.642 , 5.453 , (37+/-2.8) e-10 , 1.928 , 0.062 , 496 , 120 , 3.2e-11 , 15.15 , - , 0.295 , 1.18 , YES , YES
852 , 2FGLJ1725.2+5853 , 7C 1724+5854 , 261.39583 , 58.86086 , 87.46 , 33.96 , 0.058 , 0.125 , BL Lac , 0 , LSP , 0.978 , 0.96 , 0 , 0.83 , 1.257 , -9.9 , (5.3+/-1.1) e-10 , 2.256 , 0.17 , 52 , 75 , 6.64e-14 , 16.59 , 16.74 , 0.372 , 1.876 , YES , YES
853 , 2FGLJ1727.9+1220 , PKS 1725+123 , 262.02917 , 12.26086 , 34.84 , 23.95 , 0.097 , 0.132 , FSRQ , 0.583 , - , 0.983 , 0.98 , 0 , 0.97 , 1.897 , -9.9 , (7+/-1.8) e-10 , 2.094 , 0.202 , 28 , 346 , - , 20.02 , - , 0.839 , - , YES , YES
854 , 2FGLJ1728.2+0429 , PKS 1725+044 , 262.10375 , 4.45169 , 27.29 , 20.47 , 0.051 , 0.127 , FSRQ , 0.293 , LSP , 0.997 , 0.99 , 0.9 , 0.99 , 2.651 , 2.283 , (12.7+/-1.9) e-10 , 2.535 , 0.082 , 126 , 682 , 1.06e-12 , 16.54 , - , 0.592 , 1.44 , YES , YES
855 , 2FGLJ1727.1+4531 , S4 1726+45 , 261.865 , 45.51106 , 71.43 , 33.28 , 0.058 , 0.075 , FSRQ , 0.717 , LSP , 0.985 , 0.99 , 0.88 , 1 , 3.084 , 2.092 , (15.5+/-1.6) e-10 , 2.575 , 0.055 , 481 , 914 , 5.31e-13 , 16.97 , - , 0.659 , 1.419 , YES , YES
856 , 2FGLJ1728.2+5015 , I Zw 187 , 262.07708 , 50.21975 , 77.06 , 33.53 , 0.043 , 0.067 , BL Lac , 0.055 , HSP , 0.994 , 0.99 , 1 , 0.98 , 2.198 , 4.873 , (8.1+/-1.3) e-10 , 1.833 , 0.126 , 94 , 201 , 3.96e-11 , 13.27 , - , 0.203 , 1.321 , YES , YES
857 , 2FGLJ1730.7+0023 , PKS 1728+004 , 262.64583 , 0.41064 , 23.77 , 18.1 , 0.042 , 0.059 , FSRQ , 1.335 , - , 0.998 , 0.99 , 0 , 0.96 , 2.281 , -9.9 , (22.4+/-2.4) e-10 , 2.309 , 0.066 , 214 , 214 , - , 19.65 , - , 0.707 , - , YES , YES
858 , 2FGLJ1731.8-3004 , NVSS J173146-300309 , 262.945 , -30.05253 , 357.44 , 1.94 , 0.03 , 0.061 , AGU , -999 , - , 0.997 , 0.98 , 0 , 0.99 , 1.958 , -9.9 , (32.1+/-4.6) e-10 , 2.255 , 0.09 , 72 , 91 , - , 17 , - , - , - , NO , YES
859 , 2FGLJ1731.3+3718 , GB6 J1730+3714 , 262.695 , 37.24856 , 61.89 , 31.34 , 0.117 , 0.208 , BL Lac , 0.204 , ISP , 0.977 , 0.94 , 0 , 0 , 0.911 , -9.9 , (5.9+/-1.3) e-10 , 2.085 , 0.14 , 38 , 102 , 5.36e-13 , 16.98 , - , 0.468 , 1.378 , YES , YES
860 , 2FGLJ1733.1-1307 , PKS 1730-13 , 263.26083 , -13.08031 , 12.03 , 10.81 , 0.051 , 0.074 , FSRQ , 0.902 , LSP , 0.999 , 1 , 0.98 , 1 , 4.57 , 3.667 , (31.3+/-3.2) e-10 , 2.239 , 0.088 , 355 , 5990 , 6.32e-12 , 19.89 , - , 0.978 , 0.701 , YES , YES
861 , 2FGLJ1734.3+3858 , B2 1732+38A , 263.58583 , 38.96425 , 64.02 , 31 , 0.019 , 0.043 , FSRQ , 0.975 , LSP , 0.999 , 1 , 0.91 , 1 , 3.689 , 2.33 , (35.5+/-2.3) e-10 , 2.245 , 0.041 , 947 , 797 , 2.48e-13 , 19.06 , - , 0.8 , 1.185 , YES , YES
862 , 2FGLJ1735.9+2033 , NVSS J173605+203301 , 264.02208 , 20.55022 , 44.07 , 25.41 , 0.022 , 0.065 , BL Lac , 0 , HSP , 0 , 0.97 , 0.92 , 0 , 1.346 , 2.426 , (8.7+/-1.5) e-10 , 1.547 , 0.116 , 120 , 24 , 4.85e-13 , 18.32 , - , 0.414 , 1.313 , YES , YES
863 , 2FGLJ1736.6+0626 , MG1 J173624+0632 , 264.11875 , 6.52969 , 30.23 , 19.62 , 0.105 , 0.19 , FSRQ , 2.387 , - , 0.99 , 0.92 , 0 , 1 , 0.618 , -9.9 , (7.3+/-1.6) e-10 , 2.658 , 0.124 , 58 , 49 , - , - , - , - , - , NO , YES
864 , 2FGLJ1736.6+0626 , PKS 1734+063 , 264.30667 , 6.35056 , 30.15 , 19.38 , 0.165 , 0.19 , FSRQ , 1.207 , LSP , 0.942 , 0.99 , 0 , 0.88 , 2.158 , 1.675 , (7.3+/-1.6) e-10 , 2.658 , 0.124 , 58 , 886 , 1.19e-12 , 18.99 , - , 0.79 , 0.992 , NO , NO
865 , 2FGLJ1739.5+4955 , S4 1738+49 , 264.86417 , 49.91758 , 76.87 , 31.73 , 0.018 , 0.075 , FSRQ , 1.545 , LSP , 0.997 , 0.99 , 0.91 , 1 , 2.982 , 2.353 , (12.1+/-1.5) e-10 , 2.203 , 0.085 , 173 , 531 , 5.06e-13 , 18.25 , 17.49 , 0.646 , 1.319 , YES , YES
866 , 2FGLJ1740.3+4738 , S4 1738+47 , 264.98792 , 47.63283 , 74.22 , 31.39 , 0.069 , 0.115 , FSRQ , 0.954 , - , 0.976 , 0.99 , 0 , 1 , 2.704 , 1.514 , (5.7+/-1.2) e-10 , 2.095 , 0.149 , 47 , 759 , - , 19.04 , - , 0.813 , - , YES , YES
867 , 2FGLJ1740.2+5212 , 4C +51.37 , 265.15375 , 52.19539 , 79.56 , 31.74 , 0.058 , 0.06 , FSRQ , 1.379 , LSP , 0.978 , 0.99 , 0.94 , 1 , 2.993 , 2.645 , (25.3+/-1.9) e-10 , 2.502 , 0.042 , 967 , 807 , 1.25e-12 , 17.1 , 16.6 , 0.632 , 1.317 , YES , YES
868 , 2FGLJ1744.1+1934 , S3 1741+19 , 265.99125 , 19.58567 , 43.83 , 23.33 , 0.05 , 0.082 , BL Lac , 0.083 , HSP , 0.999 , 0.99 , 0.99 , 0.96 , 2.324 , 3.975 , (6.3+/-1.4) e-10 , 1.617 , 0.151 , 52 , 309 , 1.18e-11 , 11.4 , - , 0.082 , 1.901 , YES , YES
869 , 2FGLJ1742.1+5948 , RGB J1742+597 , 265.63292 , 59.75197 , 88.45 , 31.78 , 0.077 , 0.088 , BL Lac , 0 , ISP , 0.97 , 0.97 , 0 , 0.94 , 1.423 , 1.62 , (5.3+/-1.1) e-10 , 2.225 , 0.166 , 57 , 106 , 3.49e-13 , 16.94 , 16.43 , 0.381 , 1.682 , YES , YES
870 , 2FGLJ1745.1-1729 , 1RXS 174459.5-172640 , 266.24917 , -17.44347 , 9.76 , 6.08 , 0.06 , 0.115 , AGU , -999 , HSP , 0 , 0.94 , 0.99 , 0 , 0.87 , 4.091 , (17.2+/-2.8) e-10 , 2.068 , 0.109 , 59 , 33 , 2.07e-11 , 11.8 , - , -0.197 , 1.927 , NO , YES
871 , 2FGLJ1745.5-0751 , TXS 1742-078 , 266.3625 , -7.88447 , 18.16 , 10.82 , 0.039 , 0.075 , BL Lac , 0 , LSP , 0.999 , 1 , 0.95 , 1 , 3.462 , 2.751 , (10.3+/-2.4) e-10 , 1.799 , 0.151 , 44 , 1182 , 1.21e-12 , 18.85 , - , 0.727 , 1.263 , YES , YES
872 , 2FGLJ1746.0+2316 , TXS 1742+228 , 266.26917 , 22.87989 , 47.29 , 24.29 , 0.454 , 0.387 , FSRQ , 1.884 , - , 0 , 0.87 , 0 , 0 , 0.096 , -9.9 , (3.2+/-1.1) e-10 , 2.874 , 0.173 , 35 , 193 , - , 20.13 , - , 0.75 , - , NO , YES
873 , 2FGLJ1746.0+2316 , MG2 J174753+2323 , 266.95792 , 23.41092 , 48.08 , 23.88 , 0.43 , 0.387 , FSRQ , 2.203 , - , 0 , 0.84 , 0 , 0 , -0.067 , -9.9 , (3.2+/-1.1) e-10 , 2.874 , 0.173 , 35 , 120 , - , 18.16 , - , 0.555 , - , NO , NO
874 , 2FGLJ1749.1+4323 , B3 1747+433 , 267.25042 , 43.36433 , 69.63 , 29.15 , 0.043 , 0.069 , BL Lac , 0 , LSP , 0.995 , 0.99 , 0.87 , 0.99 , 2.379 , 2.047 , (13+/-1.6) e-10 , 2.22 , 0.082 , 196 , 279 , 3.58e-13 , 19.73 , 18.15 , 0.659 , 1.352 , YES , YES
875 , 2FGLJ1748.8+7006 , S4 1749+70 , 267.13667 , 70.09761 , 100.52 , 30.72 , 0.03 , 0.05 , BL Lac , 0.77 , ISP , 0.999 , 1 , 0.97 , 1 , 3.401 , 3.215 , (21.4+/-1.7) e-10 , 2.04 , 0.057 , 451 , 735 , 1.55e-12 , 16.46 , - , 0.529 , 1.413 , YES , YES
876 , 2FGLJ1751.5+0938 , OT 081 , 267.88667 , 9.65028 , 34.91 , 17.64 , 0.015 , 0.049 , BL Lac , 0.322 , LSP , 1 , 1 , 0 , 1 , 3.457 , -9.9 , (45.6+/-3.1) e-10 , 2.101 , 0.065 , 661 , 623 , 1.96e-12 , 16.25 , - , 0.583 , 1.439 , YES , YES
877 , 2FGLJ1753.8-5012 , PMN J1753-5015 , 268.40958 , -50.25389 , 342.21 , -12.05 , 0.057 , 0.105 , AGU , -999 , - , 0.996 , 0.92 , 0 , 1 , 1.672 , -9.9 , (15+/-2.3) e-10 , 2.308 , 0.124 , 162 , 62 , - , 16.16 , - , - , - , YES , YES
878 , 2FGLJ1755.5-6423 , PMN J1754-6423 , 268.67458 , -64.39575 , 329.14 , -18.49 , 0.094 , 0.186 , AGU , -999 , - , 0.939 , 0.92 , 0 , 0.85 , 1.615 , -9.9 , (4.5+/-1.2) e-10 , 2.484 , 0.165 , 29 , 177 , - , 18.2 , - , - , - , NO , YES
879 , 2FGLJ1754.3+3212 , RX J1754.1+3212 , 268.54875 , 32.20647 , 57.73 , 25.41 , 0.03 , 0.046 , BL Lac , 0 , HSP , 0 , 0.98 , 0.96 , 0.97 , 1.922 , 2.901 , (23.7+/-2) e-10 , 2.017 , 0.062 , 420 , 64 , 9.26e-13 , 17.51 , - , 0.412 , 1.336 , YES , YES
880 , 2FGLJ1759.2-4819 , PMN J1758-4820 , 269.74333 , -48.35333 , 344.34 , -11.93 , 0.063 , 0.086 , AGU , -999 , - , 0.965 , 0.95 , 0 , 0.84 , 2.126 , -9.9 , (13.9+/-2) e-10 , 2.182 , 0.099 , 94 , 179 , - , - , - , - , - , YES , YES
881 , 2FGLJ1756.5+5523 , 1RXS J175615.5+552217 , 269.06625 , 55.37158 , 83.47 , 29.72 , 0.046 , 0.077 , BL Lac , 0 , HSP , 0.994 , 0.95 , 0.99 , 0 , 0.919 , 4.179 , (5.5+/-1.2) e-10 , 1.793 , 0.172 , 56 , 16 , 1.48e-11 , 17.33 , 16.59 , 0.233 , 1.032 , YES , YES
882 , 2FGLJ1802.6-3940 , PMN J1802-3940 , 270.67792 , -39.66828 , 352.45 , -8.43 , 0.015 , 0.022 , FSRQ , 1.319 , LSP , 1 , 1 , 0 , 1 , 4.886 , -9.9 , (169+/-5.4) e-10 , 2.108 , 0.028 , 3797 , 2273 , 5.33e-13 , 18.62 , - , 0.806 , 1.223 , NO , YES
883 , 2FGLJ1801.7+4405 , S4 1800+44 , 270.38417 , 44.07233 , 70.94 , 27.08 , 0.038 , 0.172 , FSRQ , 0.663 , LSP , 0.989 , 0.99 , 0.91 , 0.99 , 2.503 , 2.339 , (4.4+/-1.1) e-10 , 2.662 , 0.143 , 53 , 727 , 1.59e-12 , 15.89 , 15.13 , 0.515 , 1.529 , YES , YES
884 , 2FGLJ1803.6+2523 , TXS 1801+253 , 270.80167 , 25.35508 , 51.39 , 21.3 , 0.103 , 0.29 , AGU , -999 , - , 0.914 , 0.95 , 0 , 0.86 , 0.983 , -9.9 , (4+/-1.2) e-10 , 2.83 , 0.147 , 43 , 166 , - , 14.19 , - , - , - , NO , YES
885 , 2FGLJ1800.5+7829 , S5 1803+784 , 270.19042 , 78.46803 , 110.03 , 29.06 , 0.018 , 0.032 , BL Lac , 0.68 , LSP , 1 , 1 , 0.98 , 1 , 4.65 , 3.717 , (44.5+/-2.3) e-10 , 2.231 , 0.03 , 1831 , 2223 , 1.71e-12 , 15.98 , 16.54 , 0.643 , 1.386 , YES , YES
886 , 2FGLJ1809.4+2042 , RX J1809.3+2041 , 272.35583 , 20.69189 , 47.36 , 18.23 , 0.023 , 0.109 , AGU , -999 , HSP , 0.993 , 0.96 , 0.95 , 0.95 , 1.28 , 2.834 , (5.6+/-1.3) e-10 , 2.169 , 0.238 , 39 , 52 , 1.87e-12 , 17.02 , - , 0.393 , 1.35 , NO , YES
887 , 2FGLJ1806.7+6948 , 3C 371 , 271.71 , 69.82444 , 100.13 , 29.16 , 0.026 , 0.038 , BL Lac , 0.051 , ISP , 0.999 , 1 , 0.99 , 1 , 4.282 , 4.094 , (38.3+/-2.2) e-10 , 2.189 , 0.037 , 1103 , 1887 , 4.79e-12 , 11.62 , - , 0.268 , 1.99 , YES , YES
888 , 2FGLJ1809.7+2909 , MG2 J180948+2910 , 272.43875 , 29.17214 , 55.77 , 21.27 , 0.01 , 0.072 , BL Lac , 0 , - , 0.999 , 0.98 , 0 , 0.96 , 1.884 , -9.9 , (11.7+/-1.6) e-10 , 2.035 , 0.106 , 120 , 81 , - , 17.76 , - , 0.499 , - , YES , YES
889 , 2FGLJ1810.8+1606 , 87GB 180835.5+160714 , 272.70875 , 16.13892 , 43.13 , 16.1 , 0.039 , 0.099 , BL Lac , 0 , - , 0 , 0.95 , 0 , 0 , 1.074 , -9.9 , (10.8+/-1.8) e-10 , 2.134 , 0.118 , 63 , 33 , - , 18.58 , - , 0.462 , - , YES , YES
890 , 2FGLJ1811.3+0339 , NVSS J181118+034114 , 272.825 , 3.68725 , 31.64 , 10.6 , 0.032 , 0.075 , BL Lac , 0 , HSP , 0 , 0.96 , 0.97 , 0.91 , 1.129 , 3.076 , (9.3+/-2) e-10 , 1.733 , 0.145 , 57 , 21 , 1.82e-12 , 17.5 , - , 0.278 , 1.331 , YES , YES
891 , 2FGLJ1815.6-6407 , PMN J1814-6412 , 273.64958 , -64.21478 , 330.19 , -20.41 , 0.143 , 0.149 , AGU , -999 , - , 0 , 0.97 , 0 , 0.93 , 5.352 , -9.9 , (6+/-1.3) e-10 , 2.459 , 0.136 , 45 , 119 , - , 20.15 , - , - , - , YES , YES
892 , 2FGLJ1811.0+5340 , 87GB 181007.0+533142 , 272.79708 , 53.54031 , 81.73 , 27.33 , 0.131 , 0.11 , AGU , -999 , - , 0 , 0.86 , 0 , 0.99 , 0.01 , -9.9 , (5.5+/-1.2) e-10 , 1.937 , 0.153 , 47 , 16 , - , - , - , - , - , YES , YES
893 , 2FGLJ1813.7+0617 , TXS 1811+062 , 273.38875 , 6.26172 , 34.24 , 11.26 , 0.055 , 0.128 , BL Lac , 0 , - , 0.999 , 0.98 , 0 , 0.99 , 1.731 , -9.9 , (9.5+/-1.9) e-10 , 1.973 , 0.134 , 45 , 190 , - , 18.02 , - , 0.594 , - , YES , YES
894 , 2FGLJ1813.5+3143 , B2 1811+31 , 273.39625 , 31.73814 , 58.66 , 21.36 , 0.016 , 0.065 , BL Lac , 0.117 , ISP , 1 , 0.99 , 0.97 , 0.98 , 2.399 , 3.125 , (17.9+/-1.9) e-10 , 2.109 , 0.072 , 239 , 191 , 1.44e-12 , 16.33 , - , 0.477 , 1.311 , YES , YES
895 , 2FGLJ1816.7-4942 , PMN J1816-4943 , 274.23292 , -49.72914 , 344.39 , -15.17 , 0.041 , 0.091 , AGU , -999 , - , 0.993 , 0.98 , 0 , 0.99 , 3.095 , -9.9 , (11.9+/-1.8) e-10 , 2.256 , 0.092 , 92 , 740 , - , 18.12 , - , - , - , YES , YES
896 , 2FGLJ1818.6+0903 , MG1 J181841+0903 , 274.66667 , 9.06294 , 37.37 , 11.36 , 0.006 , 0.087 , FSRQ , 0.354 , - , 0.999 , 0.98 , 0 , 1 , 1.677 , -9.9 , (18.3+/-2.3) e-10 , 2.323 , 0.08 , 126 , 74 , - , 19.11 , - , 0.585 , - , YES , YES
897 , 2FGLJ1818.7+2138 , MG2 J181902+2132 , 274.77167 , 21.54306 , 49.1 , 16.49 , 0.126 , 0.142 , AGU , -999 , - , 0.922 , 0.94 , 0 , 0 , 0.84 , -9.9 , (5+/-1.3) e-10 , 2.292 , 0.202 , 26 , 78 , - , 17.35 , 17.38 , - , - , YES , YES
898 , 2FGLJ1820.6+3625 , NVSS J182021+362343 , 275.0875 , 36.39533 , 63.89 , 21.55 , 0.059 , 0.108 , AGU , -999 , HSP , 0 , 0.92 , 0.92 , 0 , 0.59 , 2.452 , (4.1+/-1.2) e-10 , 1.799 , 0.249 , 39 , 13 , 1.23e-12 , 18.83 , - , 0.443 , 1.113 , YES , YES
899 , 2FGLJ1823.6-3453 , NVSS J182338-345412 , 275.91083 , -34.90333 , 358.67 , -9.95 , 0.01 , 0.048 , AGU , -999 , - , 0.999 , 0.99 , 1 , 0.99 , 2.471 , 5.75 , (16.3+/-2.3) e-10 , 1.689 , 0.098 , 156 , 132 , 7.48e-11 , - , - , - , - , NO , YES
900 , 2FGLJ1825.1-5231 , PKS 1821-525 , 276.30708 , -52.51597 , 342.26 , -17.47 , 0.019 , 0.067 , AGU , -999 , - , 0.998 , 0.98 , 0 , 1 , 3.137 , -9.9 , (24+/-2.4) e-10 , 2.023 , 0.102 , 270 , 483 , - , 18.07 , - , - , - , YES , YES
901 , 2FGLJ1823.8+4312 , 1RXS 182418.7+430954 , 276.08 , 43.16375 , 71.11 , 22.86 , 0.098 , 0.138 , AGU , 0.487 , HSP , 0 , 0.92 , 0.96 , 0 , 0.585 , 2.886 , (4.4+/-1.1) e-10 , 2.343 , 0.169 , 30 , 33 , 4.37e-12 , 15.65 , 18.32 , 0.405 , 0.969 , YES , YES
